CustomerID,TotalTransactions,TotalQuantity,TotalSpent,LastPurchaseDate,Recency,Frequency,Monetary
13705.0,7,906,1717.19,2011-12-02 12:32:00,7,7,1717.19
13706.0,2,301,631.17,2011-02-10 09:21:00,302,2,631.17
13707.0,5,2210,3365.86,2011-03-17 18:03:00,266,5,3365.86
13708.0,1,301,285.33,2011-03-13 13:46:00,270,1,285.33
13709.0,18,4122,7571.35,2011-12-06 10:28:00,3,18,7571.35
13710.0,3,336,509.52,2011-11-08 08:16:00,31,3,509.52
13711.0,9,819,1792.26,2011-05-05 10:31:00,218,9,1792.26
13712.0,2,1128,766.42,2011-04-07 12:33:00,246,2,766.42
13713.0,3,284,740.76,2010-10-27 16:18:00,407,3,740.76
13714.0,1,50,161.35,2010-08-31 13:57:00,464,1,161.35
13715.0,17,4800,8153.04,2011-03-03 19:21:00,280,17,8153.04
13716.0,1,138,138.28,2011-03-15 13:49:00,268,1,138.28
13717.0,8,2144,1763.3,2011-11-07 14:13:00,31,8,1763.3
13718.0,2,173,306.55,2011-04-07 13:24:00,245,2,306.55
13719.0,11,1588,2783.08,2011-11-24 15:26:00,14,11,2783.08
13720.0,4,501,799.9,2011-08-15 12:46:00,116,4,799.9
13721.0,2,512,741.54,2011-11-03 14:05:00,35,2,741.54
13722.0,10,3059,5635.41,2011-07-31 12:44:00,131,10,5635.41
13723.0,6,593,1194.08,2011-05-06 17:04:00,216,6,1194.08
13724.0,1,130,213.01,2010-03-12 15:28:00,636,1,213.01
13725.0,8,806,1980.56,2011-10-21 10:03:00,49,8,1980.56
13726.0,2,1054,1079.6599999999999,2011-11-01 10:49:00,38,2,1079.6599999999999
13727.0,8,368,1074.15,2011-11-11 09:46:00,28,8,1074.15
13728.0,16,1269,2855.17,2011-11-03 10:49:00,36,16,2855.17
13729.0,3,419,724.73,2010-09-30 10:44:00,435,3,724.73
13730.0,2,488,752.6,2011-07-27 08:35:00,135,2,752.6
13731.0,2,278,610.59,2011-05-04 14:33:00,218,2,610.59
13732.0,1,498,491.86,2011-11-11 15:49:00,27,1,491.86
13733.0,2,335,487.03000000000003,2010-10-25 12:18:00,410,2,487.03000000000003
13734.0,4,302,6695.6900000000005,2010-07-19 12:04:00,508,4,6695.6900000000005
13735.0,13,4135,9762.77,2011-11-15 11:14:00,24,13,9762.77
13736.0,7,1549,2752.47,2011-12-04 15:19:00,4,7,2752.47
13737.0,1,125,339.59999999999997,2011-05-23 16:32:00,199,1,339.59999999999997
13738.0,1,237,434.78000000000003,2010-11-08 15:23:00,395,1,434.78000000000003
13739.0,2,76,292.2,2011-11-21 13:35:00,17,2,292.2
13740.0,5,987,1582.77,2011-04-13 10:32:00,240,5,1582.77
13741.0,3,218,668.4300000000001,2011-09-29 09:19:00,71,3,668.4300000000001
13742.0,12,1115,3107.87,2011-11-23 11:07:00,16,12,3107.87
13743.0,7,1776,1341.6,2011-12-07 10:09:00,2,7,1341.6
13744.0,2,1153,1080.52,2011-09-05 15:19:00,94,2,1080.52
13745.0,2,1146,777.36,2011-06-30 16:43:00,161,2,777.36
13746.0,1,83,176.69,2010-10-22 11:55:00,413,1,176.69
13747.0,2,60,169.79999999999998,2010-12-01 10:37:00,373,2,169.79999999999998
13748.0,9,1028,2064.35,2011-09-05 09:45:00,95,9,2064.35
13750.0,11,1370,3602.1800000000003,2011-10-17 12:16:00,53,11,3602.1800000000003
13751.0,1,152,296.25,2011-02-24 15:56:00,287,1,296.25
13752.0,7,1005,1579.8300000000002,2011-08-07 14:16:00,123,7,1579.8300000000002
13753.0,4,1450,2094.57,2011-02-25 12:48:00,287,4,2094.57
13754.0,3,315,447.05,2011-07-11 11:51:00,151,3,447.05
13755.0,9,1242,2108.06,2011-12-06 12:26:00,3,9,2108.06
13756.0,23,5138,8655.95,2011-12-07 16:44:00,1,23,8655.95
13757.0,1,54,195.55,2010-02-03 12:37:00,674,1,195.55
13758.0,15,4667,8698.13,2011-11-28 11:11:00,11,15,8698.13
13759.0,2,287,659.4100000000001,2011-11-06 14:47:00,32,2,659.4100000000001
13760.0,5,623,1363.6399999999999,2011-10-16 16:13:00,53,5,1363.6399999999999
13761.0,6,1079,1952.17,2011-10-20 14:01:00,49,6,1952.17
13762.0,5,2608,2472.48,2011-05-05 09:15:00,218,5,2472.48
13763.0,3,3224,5217.4400000000005,2011-10-07 15:13:00,62,3,5217.4400000000005
13764.0,6,2084,2919.62,2011-09-30 12:03:00,70,6,2919.62
13765.0,1,297,352.821,2010-02-24 13:46:00,652,1,352.821
13766.0,1,137,190.35,2010-08-01 14:25:00,494,1,190.35
13767.0,73,14595,33903.57,2011-12-07 15:00:00,1,73,33903.57
13768.0,2,373,875.97,2009-12-13 10:41:00,726,2,875.97
13769.0,20,2452,5478.12,2011-12-07 15:08:00,1,20,5478.12
13770.0,4,468,785.37,2010-10-13 15:10:00,421,4,785.37
13771.0,9,3140,5728.82,2011-10-06 14:18:00,63,9,5728.82
13772.0,8,1446,3100.02,2011-11-06 11:43:00,33,8,3100.02
13773.0,2,174,301.54,2010-11-08 11:49:00,396,2,301.54
13774.0,1,192,345.0,2011-09-19 12:06:00,81,1,345.0
13775.0,1,455,1049.66,2010-04-28 12:15:00,590,1,1049.66
13776.0,2,2,623.98,2010-10-07 16:11:00,427,2,623.98
13777.0,61,23190,49638.26,2011-12-09 12:25:00,0,61,49638.26
13778.0,4,511,1124.49,2011-08-28 15:25:00,102,4,1124.49
13779.0,1,53,161.13,2010-07-12 11:24:00,515,1,161.13
13780.0,3,479,732.07,2011-12-02 13:49:00,6,3,732.07
13781.0,3,300,778.83,2011-04-03 12:08:00,250,3,778.83
13782.0,13,643,1786.08,2011-11-27 11:54:00,12,13,1786.08
13783.0,4,3437,1542.09,2010-08-09 09:23:00,487,4,1542.09
13784.0,14,2827,2910.23,2011-11-30 09:33:00,9,14,2910.23
13785.0,4,151,542.49,2010-10-07 09:25:00,428,4,542.49
13786.0,6,1515,3127.99,2010-12-07 13:53:00,366,6,3127.99
13787.0,6,998,1222.5,2011-09-25 12:06:00,75,6,1222.5
13788.0,1,1,3.75,2010-07-22 15:50:00,504,1,3.75
13789.0,1,258,239.45999999999998,2010-11-16 15:31:00,387,1,239.45999999999998
13790.0,1,748,348.8,2011-12-05 15:48:00,3,1,348.8
13791.0,2,1200,1516.0,2011-08-04 11:44:00,127,2,1516.0
13792.0,3,156,383.95,2011-10-04 14:31:00,65,3,383.95
13793.0,1,52,96.0,2010-03-03 08:25:00,646,1,96.0
13794.0,1,63,126.03,2010-06-11 12:30:00,546,1,126.03
13795.0,4,1250,836.3,2010-11-16 17:25:00,387,4,836.3
13796.0,1,218,289.7,2010-07-28 14:45:00,498,1,289.7
13797.0,3,573,1179.45,2010-09-29 10:34:00,436,3,1179.45
13798.0,110,48187,75428.87,2011-12-08 15:51:00,0,110,75428.87
13799.0,9,1539,2803.57,2011-08-15 12:07:00,116,9,2803.57
13800.0,3,891,1679.56,2011-02-03 12:27:00,309,3,1679.56
13801.0,1,168,324.8,2011-10-04 10:15:00,66,1,324.8
13802.0,19,14129,26259.11,2011-07-24 10:54:00,138,19,26259.11
13803.0,3,831,1338.91,2011-03-29 12:57:00,254,3,1338.91
13804.0,9,1797,3161.12,2011-11-09 12:32:00,30,9,3161.12
13805.0,2,1900,924.6,2011-10-18 14:50:00,51,2,924.6
13806.0,1,56,256.38,2011-10-07 11:43:00,63,1,256.38
13807.0,3,116,422.2,2010-12-07 15:48:00,366,3,422.2
13808.0,5,782,1747.66,2011-12-04 12:18:00,5,5,1747.66
13809.0,3,281,679.7,2011-02-07 13:15:00,304,3,679.7
13810.0,3,312,1499.01,2011-11-11 08:33:00,28,3,1499.01
13811.0,3,68,814.5,2011-06-09 09:54:00,183,3,814.5
13812.0,3,333,539.0,2011-10-28 14:27:00,41,3,539.0
13813.0,8,1292,2765.47,2011-10-31 10:38:00,39,8,2765.47
13814.0,3,1214,2257.32,2011-09-08 13:48:00,91,3,2257.32
13815.0,8,5381,7475.74,2011-11-17 14:19:00,21,8,7475.74
13816.0,2,269,571.6700000000001,2011-11-16 08:38:00,23,2,571.6700000000001
13817.0,2,211,382.98,2011-11-10 17:49:00,28,2,382.98
13818.0,1,60,61.28,2010-10-06 12:35:00,429,1,61.28
13819.0,6,2309,2642.35,2011-02-11 10:38:00,301,6,2642.35
13820.0,3,285,652.75,2010-10-17 13:46:00,417,3,652.75
13821.0,6,477,1379.08,2011-07-18 09:49:00,144,6,1379.08
13822.0,2,611,632.0,2011-12-04 12:13:00,5,2,632.0
13823.0,7,1564,3403.4500000000003,2011-11-21 10:22:00,18,7,3403.4500000000003
13824.0,12,1442,3314.76,2011-11-07 12:41:00,32,12,3314.76
13825.0,2,182,255.59,2010-03-28 11:02:00,621,2,255.59
13826.0,1,82,189.5,2011-06-16 13:48:00,175,1,189.5
13827.0,3,138,409.8,2011-10-13 12:38:00,57,3,409.8
13828.0,1,311,209.49,2011-11-17 16:02:00,21,1,209.49
13829.0,1,12,102.0,2010-10-14 18:19:00,420,1,102.0
13830.0,1,47,156.85000000000002,2010-05-07 12:24:00,581,1,156.85000000000002
13831.0,18,2393,6585.54,2011-11-23 15:41:00,15,18,6585.54
13832.0,2,420,609.89,2011-11-20 15:36:00,18,2,609.89
13833.0,2,243,700.41,2011-07-03 13:27:00,158,2,700.41
13834.0,2,221,324.19,2010-05-12 10:27:00,576,2,324.19
13835.0,7,520,1095.27,2011-11-14 15:37:00,24,7,1095.27
13836.0,2,273,620.37,2010-11-05 13:31:00,398,2,620.37
13837.0,2,182,266.59000000000003,2011-05-12 12:10:00,211,2,266.59000000000003
13838.0,10,694,1690.07,2011-12-04 11:00:00,5,10,1690.07
13839.0,1,25,139.95000000000002,2010-08-10 13:52:00,485,1,139.95000000000002
13840.0,1,358,651.4,2010-10-19 13:34:00,415,1,651.4
13841.0,1,100,85.0,2011-04-01 12:10:00,252,1,85.0
13842.0,18,2716,5319.34,2011-10-12 10:51:00,58,18,5319.34
13843.0,1,145,319.75,2010-11-23 17:48:00,380,1,319.75
13844.0,1,196,361.62,2011-11-28 13:21:00,10,1,361.62
13845.0,1,182,312.98,2011-10-06 08:25:00,64,1,312.98
13846.0,4,705,1307.79,2011-11-15 12:07:00,24,4,1307.79
13847.0,1,96,310.72,2009-12-20 10:41:00,719,1,310.72
13848.0,8,9200,3015.0,2011-09-08 12:58:00,91,8,3015.0
13849.0,5,1883,3469.3,2011-10-19 10:59:00,51,5,3469.3
13850.0,1,944,1595.48,2011-08-02 14:04:00,128,1,1595.48
13851.0,8,2525,4606.46,2011-09-05 12:36:00,95,8,4606.46
13852.0,1,85,187.35000000000002,2010-04-08 09:06:00,610,1,187.35000000000002
13853.0,1,312,1090.14,2011-10-13 14:18:00,56,1,1090.14
13854.0,39,3642,11944.56,2011-12-01 09:06:00,8,39,11944.56
13855.0,4,575,1310.3400000000001,2010-07-27 09:53:00,500,4,1310.3400000000001
13856.0,11,1105,1142.03,2011-06-24 10:03:00,168,11,1142.03
13857.0,6,782,1001.01,2010-11-11 12:54:00,392,6,1001.01
13858.0,1,75,216.17,2011-10-13 16:17:00,56,1,216.17
13859.0,2,167,515.86,2011-01-17 16:14:00,325,2,515.86
13860.0,5,591,1245.9,2011-12-08 12:57:00,0,5,1245.9
13861.0,2,225,273.26,2010-10-06 14:20:00,428,2,273.26
13862.0,9,1927,2556.09,2011-11-21 16:24:00,17,9,2556.09
13863.0,4,553,1239.55,2011-04-06 10:20:00,247,4,1239.55
13864.0,1,192,662.4000000000001,2010-11-18 12:50:00,386,1,662.4000000000001
13865.0,4,204,501.56,2011-10-12 13:31:00,57,4,501.56
13866.0,1,57,145.67000000000002,2011-09-26 14:54:00,73,1,145.67000000000002
13867.0,3,501,1005.09,2011-11-08 15:48:00,30,3,1005.09
13868.0,2,1964,3192.54,2011-12-02 16:32:00,6,2,3192.54
13869.0,10,4302,7996.87,2011-08-08 13:53:00,122,10,7996.87
13870.0,15,3449,5712.08,2011-12-07 13:23:00,1,15,5712.08
13871.0,17,3502,7885.85,2011-11-17 10:49:00,22,17,7885.85
13872.0,3,339,919.57,2010-06-30 15:35:00,526,3,919.57
13873.0,8,472,1038.92,2011-08-12 10:08:00,119,8,1038.92
13874.0,7,864,2049.15,2010-12-16 18:20:00,357,7,2049.15
13875.0,14,3072,4814.37,2011-10-17 09:36:00,53,14,4814.37
13876.0,1,36,122.7,2011-10-07 10:22:00,63,1,122.7
13877.0,3,478,449.68,2011-09-14 15:49:00,85,3,449.68
13878.0,4,927,2416.9,2011-10-16 12:19:00,54,4,2416.9
13879.0,1,204,395.5,2010-03-04 10:49:00,645,1,395.5
13880.0,17,2535,4293.86,2011-11-18 13:44:00,20,17,4293.86
13881.0,43,29760,45179.1,2011-12-06 12:50:00,3,43,45179.1
13882.0,5,953,1191.13,2011-12-07 11:16:00,2,5,1191.13
13883.0,15,3584,6560.02,2011-11-29 10:45:00,10,15,6560.02
13884.0,10,752,1825.03,2011-12-02 16:30:00,6,10,1825.03
13885.0,2,182,506.8,2011-06-03 15:07:00,188,2,506.8
13886.0,1,126,243.56,2011-09-29 13:17:00,70,1,243.56
13887.0,1,147,349.55,2011-05-19 17:22:00,203,1,349.55
13888.0,7,795,2001.59,2011-08-12 10:13:00,119,7,2001.59
13889.0,6,979,1991.23,2011-09-08 09:13:00,92,6,1991.23
13890.0,14,1392,2927.38,2011-12-08 15:36:00,0,14,2927.38
13891.0,3,476,859.21,2010-11-26 15:57:00,377,3,859.21
13892.0,6,3125,1267.6499999999999,2011-11-13 11:50:00,26,6,1267.6499999999999
13893.0,1,190,821.1,2011-02-15 11:30:00,297,1,821.1
13894.0,3,354,564.62,2011-11-16 09:44:00,23,3,564.62
13895.0,6,2060,4008.52,2011-11-11 16:57:00,27,6,4008.52
13896.0,1,149,388.55,2010-03-24 08:55:00,625,1,388.55
13897.0,3,820,1160.72,2011-10-20 14:30:00,49,3,1160.72
13898.0,2,544,686.4,2011-01-18 10:28:00,325,2,686.4
13899.0,2,156,388.52,2011-11-23 13:40:00,15,2,388.52
13900.0,6,938,1610.59,2011-06-09 19:26:00,182,6,1610.59
13901.0,15,3344,5676.34,2011-09-28 14:48:00,71,15,5676.34
13902.0,5,220600,34095.26,2010-03-17 13:09:00,631,5,34095.26
13903.0,1,103,165.45000000000002,2010-11-04 17:44:00,399,1,165.45000000000002
13904.0,2,332,332.64,2011-11-02 13:41:00,36,2,332.64
13905.0,1,135,312.65,2009-12-07 11:41:00,732,1,312.65
13906.0,1,100,42.0,2010-10-26 15:00:00,408,1,42.0
13907.0,1,68,136.8,2010-01-17 12:22:00,691,1,136.8
13908.0,4,1478,2369.55,2011-09-21 11:49:00,79,4,2369.55
13909.0,2,301,282.85,2010-10-12 17:22:00,422,2,282.85
13911.0,20,4487,4234.99,2011-10-13 15:43:00,56,20,4234.99
13912.0,1,29,124.95,2010-10-12 08:43:00,423,1,124.95
13913.0,1,10,42.22,2010-07-21 10:11:00,506,1,42.22
13914.0,2,380,626.45,2011-11-28 10:35:00,11,2,626.45
13915.0,1,24,70.80000000000001,2010-11-10 15:17:00,393,1,70.80000000000001
13916.0,4,673,1275.81,2010-09-02 10:04:00,463,4,1275.81
13917.0,2,228,272.04,2011-10-21 09:56:00,49,2,272.04
13918.0,2,1140,1212.8400000000001,2011-10-21 12:25:00,49,2,1212.8400000000001
13919.0,4,1133,1360.68,2011-10-11 14:24:00,58,4,1360.68
13920.0,4,1772,1774.68,2010-10-04 12:37:00,431,4,1774.68
13921.0,4,210,730.7,2010-11-02 16:32:00,401,4,730.7
13922.0,3,467,865.2,2010-12-23 10:38:00,351,3,865.2
13923.0,1,185,351.13,2011-10-17 12:33:00,53,1,351.13
13924.0,6,1575,1838.8500000000001,2011-12-08 09:39:00,1,6,1838.8500000000001
13925.0,4,331,678.25,2011-09-08 12:47:00,92,4,678.25
13926.0,1,104,223.85000000000002,2011-11-16 13:16:00,22,1,223.85000000000002
13927.0,2,463,708.26,2011-09-26 12:00:00,74,2,708.26
13928.0,4,129,464.57,2011-11-29 10:33:00,10,4,464.57
13929.0,11,1566,3494.1,2011-06-23 15:26:00,168,11,3494.1
13930.0,2,274,337.34,2011-10-13 09:45:00,57,2,337.34
13931.0,11,3488,5257.38,2011-09-05 10:12:00,95,11,5257.38
13932.0,1,72,307.4,2011-02-18 12:02:00,294,1,307.4
13933.0,2,205,608.7900000000001,2011-08-22 14:03:00,108,2,608.7900000000001
13934.0,1,390,922.1,2011-03-21 08:39:00,263,1,922.1
13935.0,3,2252,6116.92,2010-04-22 11:21:00,596,3,6116.92
13936.0,3,661,939.66,2011-06-13 08:47:00,179,3,939.66
13937.0,2,587,880.13,2011-06-23 16:35:00,168,2,880.13
13938.0,1,70,71.66,2011-11-04 14:37:00,34,1,71.66
13939.0,7,1608,1560.96,2011-11-16 13:33:00,22,7,1560.96
13940.0,4,516,839.14,2011-11-22 15:15:00,16,4,839.14
13941.0,15,4782,10027.18,2011-11-18 09:43:00,21,15,10027.18
13942.0,1,1000,320.0,2010-06-23 12:35:00,534,1,320.0
13943.0,1,94,246.54,2010-05-11 11:30:00,577,1,246.54
13944.0,1,153,200.43,2010-02-24 15:02:00,652,1,200.43
13945.0,2,413,854.15,2010-11-10 10:00:00,394,2,854.15
13946.0,6,2847,1876.23,2011-09-21 13:33:00,78,6,1876.23
13947.0,1,44,90.6,2011-10-05 14:42:00,64,1,90.6
13948.0,4,248,548.76,2010-12-14 10:18:00,360,4,548.76
13949.0,6,2474,2427.32,2011-12-07 09:35:00,2,6,2427.32
13950.0,4,323,745.06,2011-11-28 14:44:00,10,4,745.06
13951.0,3,459,674.45,2011-06-16 16:43:00,175,3,674.45
13952.0,14,5947,12823.521,2011-05-06 09:00:00,217,14,12823.521
13953.0,12,5224,6640.68,2011-12-02 16:04:00,6,12,6640.68
13954.0,2,150,439.92,2011-12-08 12:50:00,1,2,439.92
13955.0,3,272,544.0699999999999,2011-07-08 17:19:00,153,3,544.0699999999999
13956.0,5,486,1019.27,2011-12-04 13:20:00,4,5,1019.27
13957.0,3,157,458.25,2010-10-18 10:02:00,417,3,458.25
13958.0,8,2264,4709.2300000000005,2010-11-25 10:11:00,379,8,4709.2300000000005
13959.0,6,694,1064.77,2011-09-21 15:06:00,78,6,1064.77
13960.0,2,142,230.22,2011-11-18 15:27:00,20,2,230.22
13961.0,1,226,538.4,2010-11-12 14:40:00,391,1,538.4
13962.0,3,160,362.8,2011-11-18 08:47:00,21,3,362.8
13963.0,17,2007,2860.57,2011-02-04 14:43:00,307,17,2860.57
13964.0,2,228,438.9,2010-11-17 13:53:00,386,2,438.9
13965.0,3,425,996.61,2010-08-20 10:40:00,476,3,996.61
13966.0,1,760,384.26,2010-09-30 13:08:00,434,1,384.26
13967.0,2,66,166.3,2011-07-17 12:02:00,145,2,166.3
13968.0,1,174,123.66,2010-10-12 13:22:00,422,1,123.66
13969.0,35,6640,12973.460000000001,2011-12-02 15:11:00,6,35,12973.460000000001
13970.0,2,469,846.55,2010-11-18 13:21:00,385,2,846.55
13971.0,14,3084,4667.57,2011-11-21 12:06:00,18,14,4667.57
13972.0,2,187,190.25,2011-09-30 11:54:00,70,2,190.25
13973.0,1,109,264.7,2011-02-25 15:21:00,286,1,264.7
13974.0,2,356,677.72,2011-10-21 14:41:00,48,2,677.72
13975.0,12,3884,5256.4,2011-11-08 13:19:00,30,12,5256.4
13976.0,4,452,1192.36,2011-05-17 09:13:00,206,4,1192.36
13977.0,1,303,519.8100000000001,2010-10-24 14:08:00,410,1,519.8100000000001
13978.0,2,315,196.79000000000002,2011-11-25 11:36:00,14,2,196.79000000000002
13979.0,7,2270,3379.93,2011-09-27 13:32:00,72,7,3379.93
13980.0,5,463,768.82,2011-10-10 13:34:00,59,5,768.82
13981.0,1,234,331.14,2010-10-20 10:03:00,415,1,331.14
13982.0,9,2478,3954.29,2011-10-31 16:24:00,38,9,3954.29
13983.0,21,3925,6753.89,2011-11-10 11:06:00,29,21,6753.89
13984.0,12,1301,1893.8,2011-11-13 12:38:00,26,12,1893.8
13985.0,22,4936,10020.86,2011-12-05 17:06:00,3,22,10020.86
13986.0,1,430,320.46,2011-11-22 15:00:00,16,1,320.46
13987.0,2,492,682.54,2010-11-25 10:20:00,379,2,682.54
13988.0,8,3385,4757.8,2011-11-20 10:15:00,19,8,4757.8
13989.0,5,2207,2026.06,2011-10-05 09:47:00,65,5,2026.06
13990.0,1,190,311.3,2011-05-10 15:19:00,212,1,311.3
13991.0,6,995,852.88,2011-11-27 16:18:00,11,6,852.88
13992.0,3,154,219.5,2011-11-09 15:23:00,29,3,219.5
13993.0,19,2135,6775.71,2011-10-28 09:06:00,42,19,6775.71
13994.0,6,932,2274.14,2011-12-06 11:05:00,3,6,2274.14
13995.0,14,2359,3902.01,2011-11-24 14:22:00,14,14,3902.01
13996.0,2,613,895.76,2010-11-18 16:27:00,385,2,895.76
13997.0,3,143,376.46,2010-07-08 18:06:00,518,3,376.46
13998.0,3,204,566.7,2010-09-19 10:20:00,446,3,566.7
13999.0,29,5043,9502.26,2011-11-29 13:40:00,9,29,9502.26
14000.0,5,1838,2046.3400000000001,2011-05-12 16:50:00,210,5,2046.3400000000001
14001.0,9,1779,4228.85,2011-10-25 10:31:00,45,9,4228.85
14002.0,2,877,529.73,2011-07-28 15:55:00,133,2,529.73
14003.0,1,149,209.41,2009-12-07 08:53:00,732,1,209.41
14004.0,11,3425,6258.45,2011-10-27 14:40:00,42,11,6258.45
14005.0,5,2478,2874.72,2011-11-30 12:41:00,9,5,2874.72
14006.0,7,2181,2196.67,2011-08-16 09:39:00,115,7,2196.67
14007.0,1,16,79.48,2010-07-15 09:06:00,512,1,79.48
14008.0,1,326,509.04,2010-10-03 13:09:00,431,1,509.04
14009.0,3,951,1099.91,2011-05-25 15:47:00,197,3,1099.91
14010.0,2,177,445.15,2010-05-23 13:00:00,564,2,445.15
14011.0,2,644,457.82,2010-08-16 15:31:00,479,2,457.82
14012.0,1,160,328.8,2011-03-07 12:26:00,277,1,328.8
14013.0,5,775,1084.57,2011-08-21 15:01:00,109,5,1084.57
14014.0,3,2004,1948.21,2011-09-23 13:18:00,76,3,1948.21
14015.0,1,378,917.34,2011-10-18 10:02:00,52,1,917.34
14016.0,11,5722,11403.41,2011-07-01 11:29:00,161,11,11403.41
14017.0,1,73,229.75,2010-05-17 14:52:00,570,1,229.75
14018.0,1,224,367.15000000000003,2010-03-04 14:23:00,644,1,367.15000000000003
14019.0,3,1037,1421.61,2011-10-24 10:13:00,46,3,1421.61
14020.0,4,648,1249.01,2011-11-23 09:22:00,16,4,1249.01
14021.0,7,878,1716.58,2011-07-07 15:46:00,154,7,1716.58
14022.0,2,681,792.15,2011-04-28 14:39:00,224,2,792.15
14023.0,2,345,584.07,2011-12-02 13:58:00,6,2,584.07
14024.0,3,238,645.74,2011-08-10 11:30:00,121,3,645.74
14025.0,8,1914,4057.9,2010-09-01 10:11:00,464,8,4057.9
14026.0,2,427,713.11,2010-08-26 10:31:00,470,2,713.11
14027.0,1,62,104.82,2011-10-10 09:01:00,60,1,104.82
14028.0,3,7170,10396.5,2010-06-07 13:33:00,549,3,10396.5
14029.0,2,198,467.66,2011-10-07 14:46:00,62,2,467.66
14030.0,20,4215,7521.8,2011-11-21 16:48:00,17,20,7521.8
14031.0,44,13783,39019.51,2011-12-02 17:13:00,6,44,39019.51
14032.0,16,3740,4546.41,2011-12-07 15:23:00,1,16,4546.41
14033.0,1,576,109.44,2010-06-02 15:10:00,554,1,109.44
14034.0,3,420,648.89,2011-11-17 14:02:00,21,3,648.89
14035.0,9,1405,2794.75,2011-11-11 10:03:00,28,9,2794.75
14036.0,1,268,626.65,2011-02-28 09:26:00,284,1,626.65
14037.0,6,590,836.95,2011-06-16 13:57:00,175,6,836.95
14038.0,5,1708,3069.88,2011-09-22 13:37:00,77,5,3069.88
14039.0,2,192,267.28000000000003,2011-11-06 13:48:00,32,2,267.28000000000003
14040.0,35,4972,12523.81,2011-10-30 12:42:00,40,35,12523.81
14041.0,1,94,141.41,2011-03-18 13:25:00,265,1,141.41
14042.0,1,180,431.98,2009-12-14 15:07:00,724,1,431.98
14043.0,2,152,302.6,2010-08-05 18:18:00,490,2,302.6
14044.0,10,2100,3077.7,2011-11-13 12:05:00,26,10,3077.7
14045.0,16,4459,10986.63,2011-08-22 15:27:00,108,16,10986.63
14046.0,1,460,154.99,2011-02-28 14:48:00,283,1,154.99
14047.0,14,1541,3968.11,2011-12-01 11:43:00,8,14,3968.11
14048.0,3,467,748.69,2011-02-07 14:53:00,304,3,748.69
14049.0,13,8480,13023.4,2011-11-23 12:20:00,16,13,13023.4
14050.0,2,689,746.36,2011-11-08 10:00:00,31,2,746.36
14051.0,37,5709,21770.98,2011-12-09 10:20:00,0,37,21770.98
14052.0,2,174,466.66,2011-11-20 12:30:00,19,2,466.66
14053.0,4,490,572.3,2011-08-07 14:27:00,123,4,572.3
14054.0,1,62,92.46,2011-10-05 15:49:00,64,1,92.46
14055.0,3,720,1520.96,2011-08-25 15:04:00,105,3,1520.96
14056.0,23,4252,8152.71,2011-12-08 13:36:00,0,23,8152.71
14057.0,22,6438,8346.66,2011-11-16 10:32:00,23,22,8346.66
14058.0,2,211,469.19,2010-09-03 09:31:00,462,2,469.19
14059.0,1,128,183.6,2011-03-18 10:06:00,266,1,183.6
14060.0,30,7419,8898.24,2011-12-05 12:29:00,4,30,8898.24
14061.0,3,133,917.4300000000001,2010-07-20 17:22:00,506,3,917.4300000000001
14062.0,24,12794,25585.65,2011-11-30 10:04:00,9,24,25585.65
14063.0,9,3850,22710.2,2010-09-27 16:18:00,437,9,22710.2
14064.0,15,3911,3260.24,2011-11-10 13:14:00,28,15,3260.24
14065.0,3,582,891.02,2010-11-15 16:13:00,388,3,891.02
14066.0,1,45,152.55,2011-03-18 12:21:00,266,1,152.55
14067.0,2,361,374.7,2011-10-07 10:21:00,63,2,374.7
14068.0,4,510,1516.72,2011-01-23 16:02:00,319,4,1516.72
14069.0,2,58,225.81,2010-07-13 12:12:00,514,2,225.81
14070.0,1,85,321.6,2010-01-24 12:27:00,684,1,321.6
14071.0,8,994,1437.57,2011-12-06 12:27:00,3,8,1437.57
14072.0,1,65,390.85,2010-02-11 12:31:00,666,1,390.85
14073.0,1,130,151.04,2011-11-07 15:49:00,31,1,151.04
14074.0,1,228,219.39999999999998,2010-03-26 13:55:00,622,1,219.39999999999998
14075.0,6,1494,1734.87,2011-12-05 08:38:00,4,6,1734.87
14076.0,1,79,118.67,2011-08-02 15:19:00,128,1,118.67
14077.0,6,376,615.0799999999999,2011-10-30 12:35:00,40,6,615.0799999999999
14078.0,9,586,1553.47,2011-08-30 12:16:00,101,9,1553.47
14079.0,2,302,618.73,2011-08-07 12:10:00,124,2,618.73
14080.0,5,268,1115.68,2011-11-07 11:09:00,32,5,1115.68
14081.0,10,3381,4867.57,2011-02-10 16:17:00,301,10,4867.57
14082.0,2,246,413.36,2010-12-10 11:02:00,364,2,413.36
14083.0,11,760,1082.19,2011-12-05 13:14:00,3,11,1082.19
14084.0,1,306,150.5,2010-07-15 14:36:00,511,1,150.5
14085.0,33,6434,9720.67,2011-12-07 13:46:00,1,33,9720.67
14086.0,1,1,39.95,2010-09-03 10:52:00,462,1,39.95
14087.0,3,718,829.47,2011-12-07 12:41:00,2,3,829.47
14088.0,16,15276,64036.8,2011-11-29 16:16:00,9,16,64036.8
14089.0,1,133,158.75,2011-10-14 10:38:00,56,1,158.75
14090.0,1,72,76.32000000000001,2011-01-19 10:51:00,324,1,76.32000000000001
14091.0,2,3316,9530.08,2010-02-23 15:17:00,653,2,9530.08
14092.0,24,3606,7229.45,2011-12-02 12:13:00,7,24,7229.45
